frame,kp0_x,kp0_y,kp0_conf,kp1_x,kp1_y,kp1_conf,kp2_x,kp2_y,kp2_conf,kp3_x,kp3_y,kp3_conf,kp4_x,kp4_y,kp4_conf,kp5_x,kp5_y,kp5_conf,kp6_x,kp6_y,kp6_conf,kp7_x,kp7_y,kp7_conf,kp8_x,kp8_y,kp8_conf,kp9_x,kp9_y,kp9_conf,kp10_x,kp10_y,kp10_conf,kp11_x,kp11_y,kp11_conf,kp12_x,kp12_y,kp12_conf,kp13_x,kp13_y,kp13_conf,kp14_x,kp14_y,kp14_conf,kp15_x,kp15_y,kp15_conf,kp16_x,kp16_y,kp16_conf
53,1802.04,849.88,0.76,0.0,0.0,0.22,1789.12,834.08,0.77,0.0,0.0,0.17,1740.17,848.7,0.88,1730.97,962.4,0.96,1681.15,980.85,1.0,1741.08,1126.34,0.82,1605.1,1152.33,1.0,1812.41,1180.22,0.75,1764.29,1191.02,0.98,1705.23,1273.57,1.0,1701.65,1297.48,1.0,1647.7,1499.03,0.99,1827.14,1597.5,1.0,1423.68,1591.43,0.98,1784.04,1760.55,0.99
54,1849.03,856.44,0.8,0.0,0.0,0.25,1837.18,839.23,0.81,0.0,0.0,0.19,1790.71,858.18,0.9,1765.97,978.57,0.97,1739.3,994.29,1.0,1785.79,1145.85,0.84,1664.03,1173.28,1.0,1871.21,1186.09,0.79,1832.22,1204.97,0.98,1734.32,1295.2,1.0,1737.16,1315.39,1.0,1707.78,1520.83,0.99,1858.41,1610.66,1.0,1475.48,1595.94,0.98,1759.79,1749.84,0.99
55,1891.7,863.16,0.86,0.0,0.0,0.39,1876.39,845.22,0.85,0.0,0.0,0.2,1827.18,860.91,0.87,1831.99,987.88,0.95,1773.99,999.5,1.0,1847.77,1157.36,0.83,1724.06,1169.29,0.99,1932.13,1163.66,0.83,1868.25,1181.8,0.98,1807.22,1302.47,0.99,1784.52,1325.02,1.0,1795.67,1500.43,0.99,1890.26,1600.44,1.0,1594.79,1615.28,0.97,1776.58,1790.01,0.99
56,1944.34,866.89,0.86,0.0,0.0,0.4,1926.45,847.42,0.87,0.0,0.0,0.19,1878.9,870.38,0.89,1878.29,1004.66,0.94,1822.76,1001.23,0.99,1886.23,1164.43,0.77,1808.17,1154.62,0.99,1985.7,1144.58,0.77,1967.92,1178.81,0.98,1834.19,1317.51,0.98,1801.48,1325.7,1.0,1896.98,1567.44,0.97,1920.8,1595.62,0.99,1769.42,1741.35,0.92,1793.2,1797.54,0.97
57,1987.44,864.14,0.85,0.0,0.0,0.35,1973.17,843.59,0.87,0.0,0.0,0.21,1926.57,863.73,0.93,1896.06,989.6,0.96,1888.7,997.54,1.0,1920.4,1144.82,0.81,1875.77,1164.6,0.99,2066.71,1100.19,0.79,2034.64,1157.15,0.98,1868.37,1310.51,0.99,1864.62,1320.23,1.0,1906.76,1562.17,0.99,1942.45,1592.81,1.0,1770.89,1743.41,0.95,1792.06,1799.17,0.98
58,2034.53,858.92,0.85,0.0,0.0,0.36,2017.37,837.72,0.86,0.0,0.0,0.21,1967.54,861.65,0.92,1947.38,999.48,0.97,1931.7,998.35,1.0,1964.49,1153.04,0.82,1936.29,1160.31,0.99,2105.33,1094.43,0.79,2088.74,1144.02,0.98,1921.68,1321.99,0.99,1911.28,1324.14,1.0,1942.65,1573.76,0.98,1969.82,1577.33,1.0,1807.04,1770.18,0.95,1815.35,1782.18,0.98
59,2073.22,847.18,0.79,0.0,0.0,0.25,2060.74,826.49,0.8,0.0,0.0,0.22,2014.88,856.0,0.9,1955.13,975.97,0.96,1990.01,997.28,1.0,1896.59,1124.4,0.82,1989.06,1149.28,0.99,2005.62,1114.79,0.8,2153.52,1119.85,0.98,1945.5,1292.58,0.99,1960.08,1303.09,1.0,1995.51,1549.53,0.99,1992.03,1581.6,1.0,1807.54,1729.07,0.96,1780.22,1796.37,0.98
60,2128.37,827.55,0.84,0.0,0.0,0.32,2112.74,807.48,0.84,0.0,0.0,0.32,2058.84,840.49,0.93,1978.44,956.98,0.98,2065.9,978.42,1.0,1896.49,1114.05,0.88,2074.41,1118.48,0.99,2007.07,1132.95,0.83,2226.89,1069.6,0.98,1982.32,1292.94,1.0,2020.98,1300.41,1.0,2053.56,1539.05,0.99,2040.75,1567.38,1.0,1864.0,1702.1,0.97,1800.6,1757.39,0.99
61,2166.92,819.23,0.85,0.0,0.0,0.4,2151.6,798.71,0.81,0.0,0.0,0.38,2098.97,825.79,0.9,2019.67,929.68,0.99,2108.85,965.88,1.0,1935.07,1065.44,0.94,2159.29,1094.6,0.99,2005.26,1135.11,0.91,2286.89,1059.36,0.98,2044.34,1259.51,1.0,2072.7,1277.11,1.0,2120.38,1503.09,1.0,2027.05,1549.1,1.0,1987.91,1688.24,0.99,1793.96,1758.3,0.99
62,2219.11,808.76,0.88,0.0,0.0,0.42,2200.84,788.15,0.87,0.0,0.0,0.3,2138.89,817.25,0.92,2071.89,922.72,0.98,2138.07,958.42,1.0,1969.39,1051.29,0.91,2201.04,1082.44,1.0,2036.09,1110.57,0.88,2326.87,1071.29,0.99,2099.71,1257.88,1.0,2100.85,1278.83,1.0,2218.42,1491.31,0.99,2039.55,1541.32,1.0,2136.31,1674.07,0.98,1812.66,1756.08,0.99
